chr pos
III_13936691 3 627190.196694167
III_13942925 3 627190.196694217
III_13954117 3 627190.708880938
III_13957136 3 627190.708880988
III_13957137 3 627190.708881038
III_13972045 3 627190.708881088
III_13974895 3 627190.708881138
III_13985764 3 627190.708881188
III_13986585 3 627191.222836456
III_13990476 3 627191.518120598
III_13990641 3 627191.518120648
III_13994534 3 627191.814493534
III_14059902 3 627191.814493584
III_14121799 3 627191.814493634
III_14125042 3 627191.814493684
III_14202997 3 627191.814493734
III_14209739 3 627191.814493784
III_14229146 3 627191.814493834
III_14250994 3 627191.814493884
III_14311848 3 627191.814493934
III_14317719 3 627191.814493984
III_14362395 3 627191.814494034
III_14463565 3 627191.814494084
III_14596468 3 627191.814494134
III_14612192 3 627192.074128056
IV_170366 4 46475.3246565159
IV_189707 4 46475.3246565659
IV_214228 4 46475.3246566159
IV_236389 4 46475.3246566659
IV_240477 4 46475.3246567159
IV_245888 4 46475.3246567659
IV_406414 4 46475.3246568159
IV_411139 4 46475.3246568659
IV_418829 4 46475.3246569159
IV_421498 4 46475.3246569659
IV_508943 4 46475.3246570159
IV_511411 4 46475.3246570659
IV_588566 4 46475.3246571159
IV_620595 4 46475.3246571659
IV_645592 4 46475.3246572159
IV_658298 4 46475.3246572659
IV_673102 4 46475.3246573159
IV_702022 4 46475.3246573659
IV_721296 4 46475.8374825743
IV_735546 4 46475.8374826243
IV_775043 4 46475.8374826743
IV_781327 4 46475.8374827243
IV_844079 4 46475.8374827743
IV_852279 4 46475.8374828243
IV_870468 4 46475.8374828743
IV_875173 4 46476.1338554298
IV_876312 4 46476.1338554798
IV_932470 4 46476.429126083
IV_1020384 4 46476.9431248348
IV_1029246 4 46477.4560195618
IV_1034443 4 46477.9682223586
IV_1038416 4 46477.9682224086
IV_1043400 4 46477.9682224586
IV_1058795 4 46478.4804155748
IV_1062803 4 46478.4804156248
IV_1076802 4 46478.4804156748
IV_1098320 4 46478.4804157248
IV_1125861 4 46478.4804157748
IV_1129060 4 46478.4804158248
IV_1133215 4 46478.4804158748
IV_1198859 4 46478.4804159248
IV_1220108 4 46478.9932952909
IV_1220940 4 46478.9932953409
IV_1319755 4 46479.506174708
IV_1326074 4 46479.506174758
IV_1339404 4 46479.506174808
IV_1340919 4 46479.506174858
IV_1342054 4 46479.506174908
IV_1344069 4 46479.506174958
IV_1345284 4 46479.506175008
IV_1349094 4 46479.506175058
IV_1356066 4 46479.506175108
IV_1415347 4 46479.506175158
IV_1486854 4 46480.0190001699
IV_1492448 4 46480.0190002199
IV_1502215 4 46480.0190002699
IV_1508841 4 46480.0190003199
IV_1602695 4 46480.0190003699
IV_1627523 4 46480.0190004199
IV_1638351 4 46480.0190004699
IV_1665588 4 46480.0190005199
IV_1671569 4 46480.0190005699
IV_1684156 4 46480.0190006199
IV_1696743 4 46480.0190006699
IV_1802021 4 46480.0190007199
IV_1805270 4 46480.0190007699
IV_1861128 4 46480.0190008199
IV_1878421 4 46480.5318261037
IV_1888727 4 46480.5318261537
IV_1922589 4 46480.5318262037
IV_2001023 4 46481.0446517588
IV_2006801 4 46481.0446518088
IV_2016932 4 46481.0446518588
IV_2040537 4 46481.5574900953
IV_2274716 4 46482.0714828668
IV_2274750 4 46482.3705578489
IV_2275572 4 46482.3705578989
IV_2515596 4 46482.6696461873
IV_2518605 4 46483.1835858511
IV_2519624 4 46483.1835859011
IV_2684248 4 46483.1835859511
IV_2862360 4 46483.6937249157
IV_2930254 4 46484.7411782129
IV_3015782 4 46485.2513564498
IV_3018603 4 46485.7642347309
IV_3090885 4 46486.2771295012
IV_3093306 4 46486.7893355514
IV_3158807 4 46486.7893356014
IV_3165799 4 46486.7893356514
IV_3166412 4 46487.3015386627
IV_3166855 4 46487.8144351635
IV_3166866 4 46488.3272721136
IV_3166947 4 46488.780410997
IV_3168194 4 46489.3115740694
IV_3172894 4 46490.25566193
IV_3176958 4 46490.7689536561
IV_3225356 4 46490.7689537061
IV_3230153 4 46490.7689537561
IV_3293453 4 46491.2194772712
IV_3299846 4 46491.7326988198
IV_3313316 4 46492.2455501061
IV_3331576 4 46492.2455501561
IV_3344687 4 46492.2455502061
IV_3362426 4 46492.2455502561
IV_3365608 4 46492.2455503061
IV_3393654 4 46492.2455503561
IV_3460720 4 46492.2455504061
IV_3490702 4 46492.2455504561
IV_3497643 4 46492.2455505061
IV_3543365 4 46492.2455505561
IV_3547967 4 46492.7583590032
IV_3610845 4 46492.7583590532
IV_3614232 4 46492.7583591032
IV_3620757 4 46492.7583591532
IV_3708253 4 46492.7583592032
IV_4171425 4 46493.2711845513
IV_4174945 4 46493.2711846013
IV_4318973 4 46493.2711846513
IV_4515624 4 46493.7840229445
IV_4728884 4 46494.2969275807
IV_4781855 4 46494.80982086
IV_4820159 4 46494.80982091
IV_5315589 4 46495.3227276116
IV_5648905 4 46495.8355789806
IV_5649507 4 46495.8355790306
IV_5853954 4 46495.8355790806
IV_6127335 4 46496.3485006428
IV_6129615 4 46496.3485006928
IV_6434090 4 46497.3903329573
IV_6435187 4 46497.3903330073
IV_6479158 4 46497.3903330573
IV_6598832 4 46497.9031584826
IV_6612278 4 46497.9031585326
IV_6660241 4 46497.9031585826
IV_6663128 4 46497.9031586326
IV_8927604 4 46497.9031586826
IV_10519689 4 46498.4160101888
IV_10576253 4 46498.9288616278
IV_10578651 4 46498.9288616778
IV_11455843 4 46498.9288617278
IV_11462477 4 46498.9288617778
IV_11555462 4 46498.9288618278
IV_11559971 4 46498.9288618778
IV_11761109 4 46498.9288619278
IV_11834499 4 46499.441686936
IV_11855155 4 46499.441686986
IV_11862871 4 46499.441687036
IV_12064231 4 46499.441687086
IV_12068161 4 46499.441687136
IV_12148961 4 46499.441687186
IV_12202076 4 46499.441687236
IV_12250089 4 46499.9545520475
IV_12260381 4 46500.4647699507
IV_12268218 4 46500.4647700007
IV_12296102 4 46500.4647700507
IV_12346536 4 46500.4647701007
IV_12352227 4 46500.4647701507
IV_12359610 4 46500.9802122671
IV_12361610 4 46500.9802123171
IV_12362542 4 46500.9802123671
IV_12407127 4 46500.9802124171
IV_12409447 4 46500.9802124671
IV_12500937 4 46501.4904166607
IV_12514116 4 46502.0033360508
IV_12522109 4 46502.0033361008
IV_12546627 4 46502.0033361508
IV_12548160 4 46502.0033362007
IV_12587410 4 46502.0033362507
IV_12590418 4 46502.0033363007
IV_12657630 4 46502.0033363507
IV_12660357 4 46502.0033364007
IV_12737066 4 46502.0033364507
IV_12779502 4 46502.0033365007
IV_12922988 4 46502.5188731394
IV_12926810 4 46503.0317509969
IV_13063368 4 46503.5446425566
IV_13203683 4 46504.0574808505
IV_13205248 4 46504.0574809005
IV_13300419 4 46504.0574809505
IV_13350514 4 46504.5703065067
IV_13354693 4 46504.5703065567
IV_13363536 4 46504.5703066067
IV_13399858 4 46505.0831450433
IV_13620325 4 46505.5933644022
IV_13727008 4 46506.6379071289
IV_13733839 4 46506.6379071789
IV_13796124 4 46506.6379072289
IV_13798259 4 46506.6379072789
IV_13819770 4 46506.6379073289
IV_13820680 4 46506.6379073789
IV_13824302 4 46506.6379074289
IV_13859833 4 46507.1507454462
IV_13879336 4 46507.6636371518
IV_13905181 4 46508.1738154566
IV_13938630 4 46509.2212551066
IV_13944204 4 46509.731394075
IV_13966565 4 46509.731394125
IV_13995149 4 46509.731394175
IV_14098429 4 46510.7759511125
IV_14104574 4 46511.2861569785
IV_14143923 4 46511.7990352584
IV_14145301 4 46512.3119268181
IV_14210128 4 46512.8247651131
IV_14210567 4 46512.8247651631
IV_14238280 4 46512.8247652131
IV_14312552 4 46513.3376035081
IV_14374829 4 46513.8504950678
IV_14406332 4 46514.3633731462
IV_14429624 4 46514.8773524965
IV_14431671 4 46515.1764272857
IV_14435730 4 46515.1764273357
IV_14675212 4 46515.4755021256
IV_14797334 4 46515.9894814751
IV_14834467 4 46516.5023761883
IV_14844219 4 46517.0145819605
IV_14845046 4 46517.0145820105
IV_14855373 4 46517.0145820605
IV_14880352 4 46517.0145821105
IV_14912039 4 46517.0145821605
IV_14939508 4 46517.5267877325
IV_14946870 4 46518.039695926
IV_14950410 4 46518.5525345596
IV_14965512 4 46518.5525346096
IV_15001527 4 46518.5525346596
IV_15006155 4 46518.5525347096
IV_15034875 4 46518.5525347596
IV_15036925 4 46518.5525348096
IV_15048680 4 46518.5525348596
IV_15077162 4 46519.0654277041
IV_15098397 4 46519.0654277541
IV_15114249 4 46519.578345012
IV_15119942 4 46519.578345062
IV_15127744 4 46519.8780694926
IV_15187583 4 46520.3941540688
IV_15191016 4 46520.4846047757
IV_15200405 4 46521.000666943
IV_15212364 4 46521.3023543145
IV_15212365 4 46521.8162734369
IV_15220388 4 46521.8162734869
IV_15249039 4 46521.8162735369
IV_15255592 4 46521.8162735869
IV_15279823 4 46521.8162736369
IV_15309128 4 46521.8162736869
IV_15325894 4 46522.8605011173
IV_15328573 4 46523.3706688769
IV_15331085 4 46523.3706689269
IV_15344604 4 46523.3706689769
IV_15348176 4 46523.3706690269
IV_15350536 4 46523.3706690769
IV_15448639 4 46523.8834940877
IV_15480432 4 46523.8834941377
IV_15480433 4 46523.8834941877
IV_15492390 4 46523.8834942377
IV_15508518 4 46523.8834942877
IV_15520301 4 46523.8834943377
IV_15646733 4 46524.925439881
IV_15647824 4 46524.925439931
IV_15647997 4 46525.4378672516
IV_15649003 4 46525.9507726332
IV_15650015 4 46525.9507726832
IV_15650215 4 46526.4630340675
IV_15680308 4 46526.9759285061
IV_15684471 4 46527.4888034705
IV_15692164 4 46528.0016815647
IV_15695901 4 46528.515679791
IV_15700177 4 46528.8110536043
IV_15707227 4 46528.8110536543
IV_15708932 4 46529.107554707
IV_15738254 4 46529.107554757
IV_15752717 4 46529.6204171202
IV_15754734 4 46529.6204171702
IV_15777697 4 46529.6204172202
IV_15781961 4 46530.1332429325
IV_15787837 4 46530.1332429825
IV_15803995 4 46530.1332430325
IV_15821234 4 46530.6460683827
IV_15856883 4 46530.6460684327
IV_15872815 4 46530.6460684827
IV_15926643 4 46530.6460685327
IV_15998259 4 46531.1589333958
IV_16024748 4 46531.6691413354
IV_16090760 4 46531.6691413854
IV_16098428 4 46531.6691414354
IV_16100826 4 46532.1845836958
IV_16103775 4 46532.1845837458
IV_16118311 4 46532.1845837958
IV_16124847 4 46532.6974223466
IV_16140783 4 46532.6974223966
IV_16165270 4 46532.6974224466
IV_16175943 4 46532.9938510732
IV_16178564 4 46532.9938511232
IV_16201242 4 46533.2917884923
IV_16208917 4 46533.2917885423
IV_16209993 4 46533.5927201131
IV_16210483 4 46534.0447980911
IV_16215717 4 46534.346369047
IV_16223036 4 46534.346369097
IV_16251440 4 46534.346369147
IV_16259001 4 46535.260874213
IV_16268189 4 46535.260874263
IV_16281933 4 46535.260874313
IV_16306381 4 46535.5664514574
IV_16310703 4 46535.808238402
IV_16321813 4 46536.1128970173
IV_16321886 4 46536.4150001364
IV_16339847 4 46536.4150001864
IV_16346939 4 46536.4150002364
IV_16349754 4 46536.7101410255
IV_16349897 4 46537.2260781674
IV_16353857 4 46537.2260810662
IV_16359724 4 46537.2260811162
IV_16362354 4 46537.304985416
IV_16364416 4 46537.8205231011
IV_16364417 4 46538.1162917991
IV_16365347 4 46538.1162918491
IV_16366490 4 46538.6272045222
IV_16390958 4 46538.6272045722
IV_16396765 4 46538.6272046222
IV_16399217 4 46538.6272046722
IV_16419282 4 46538.6272047222
IV_16441976 4 46538.6272047722
IV_16444605 4 46538.6272048222
IV_16447679 4 46538.6272048722
IV_16453016 4 46538.6272049222
IV_16496993 4 46538.6272049722
IV_16560775 4 46538.6272050222
IV_16576675 4 46538.6272050722
IV_16607287 4 46538.6272051222
IV_16656670 4 46538.6272051722
IV_16736498 4 46538.6272052222
IV_16745392 4 46538.6272052722
IV_16818082 4 46538.6272053222
IV_16925811 4 46538.6272053722
IV_16952167 4 46538.6272054222
IV_17075720 4 46538.6272054722
V_75488 5 274.530875538029
V_378585 5 274.790508223268
V_382991 5 274.790508273268
V_468664 5 274.790508323268
V_577646 5 275.300799453801
V_683886 5 276.317673894103
V_686033 5 276.872431874972
V_966546 5 277.934275455144
V_967464 5 277.934275505144
V_1041157 5 277.934275555144
V_1168610 5 278.449729202066
V_1189144 5 278.449729252066
V_1199791 5 278.449729302066
V_1206393 5 278.449729352066
V_1215978 5 278.449729402066
V_1315304 5 278.749600507869
V_1382885 5 279.264606914159
V_1405752 5 279.566033329828
V_1459165 5 280.080000834245
V_1463361 5 280.592844706869
V_1513237 5 280.592844756869
V_1521647 5 280.884910810756
V_1524777 5 280.884910860756
V_1529502 5 280.884910910756
V_1569588 5 280.884910960756
V_1586274 5 280.884911010756
V_1763601 5 280.884911060756
V_1764048 5 281.176982712804
V_1773379 5 281.176982762804
V_1785321 5 281.176982812804
V_1788582 5 281.176982862804
V_1827298 5 281.176982912804
V_1827649 5 281.176982962804
V_1853757 5 281.176983012804
V_1868918 5 281.176983062804
V_1890813 5 281.176983112804
V_1914529 5 281.176983162804
V_1918741 5 281.176983212804
V_1924225 5 281.176983262804
V_1946140 5 281.689173233066
V_1951280 5 281.689173283065
V_1957090 5 281.689173333066
V_1968676 5 282.200747144685
V_1983306 5 282.714704134006
V_1985080 5 283.019445057441
V_1987285 5 283.533130117091
V_1998743 5 283.837871048308
V_2068266 5 284.352913248553
V_2071707 5 284.651246732949
V_2079301 5 284.651246782949
V_2107068 5 284.651246832949
V_2114968 5 284.651246882949
V_2121578 5 284.651246932949
V_2122566 5 284.651246982949
V_2129894 5 284.651247032949
V_2137356 5 284.651247082949
V_2157103 5 284.651247132949
V_2158511 5 284.651247182949
V_2170419 5 284.651247232949
V_2172054 5 284.651247282949
V_2235071 5 284.950220866928
V_2236355 5 285.463528912102
V_2237712 5 285.463528962102
V_2239123 5 285.463529012102
V_2669079 5 285.975748773228
V_2681312 5 286.488603696322
V_2686204 5 286.488603746322
V_2697531 5 286.488603796322
V_2698857 5 286.488603846322
V_2726166 5 286.488603896322
V_2728924 5 286.488603946322
V_2755756 5 286.488603996322
V_2805046 5 287.002562198679
V_2805896 5 287.297960814967
V_2807224 5 287.297960864967
V_2843309 5 287.594447627693
V_2845862 5 287.594447677693
V_2936483 5 287.594447727693
V_2938567 5 287.594447777693
V_2962135 5 287.594447827693
V_2963363 5 287.594447877693
V_3092739 5 287.594447927693
V_3111172 5 288.109890012105
V_3147254 5 288.109890062105
V_3188786 5 288.109890112105
V_3218278 5 288.109890162105
V_3324111 5 288.109890212105
V_3340822 5 288.619468874854
V_3370021 5 289.133452670808
V_3371098 5 289.434920601182
V_3371485 5 289.949267879804
V_3375593 5 290.251785721605
V_3392367 5 290.251785771605
V_3414366 5 290.251785821605
V_3423861 5 290.251785871605
V_3471504 5 290.251785921605
V_3475942 5 290.76463961347
V_3476498 5 291.233265681145
V_3477467 5 292.207032049779
V_3478219 5 293.758930562028
V_3478826 5 294.200567347745
V_3483153 5 294.713463723668
V_3545948 5 295.226092635547
V_3554702 5 295.226092685547
V_3559882 5 295.226092735547
V_3563433 5 295.226092785547
V_3579907 5 295.226092835547
V_3592516 5 295.226092885547
V_3609243 5 295.226092935547
V_3614565 5 295.226092985547
V_3625909 5 295.226093035547
V_3634487 5 295.226093085547
V_3707937 5 295.226093135547
V_3732165 5 295.226093185547
V_3740270 5 295.226093235547
V_3742846 5 295.226093285547
V_3970309 5 295.226093335547
V_3984442 5 295.226093385547
V_3993305 5 295.226093435547
V_4011983 5 295.226093485547
V_4018823 5 295.226093535547
V_4020830 5 295.226093585547
V_4022031 5 295.226093635547
V_4032049 5 295.226093685547
V_4033492 5 295.226093735547
V_4044691 5 296.267476734428
V_4044823 5 296.267476784428
V_4044838 5 296.267476834428
V_4045522 5 296.777542528806
V_4045886 5 297.779753123793
V_4046266 5 297.779753173793
V_4049169 5 299.326926485107
V_4049702 5 300.29821411455
V_4049994 5 300.29821416455
V_4090857 5 301.272326297421
V_4097227 5 301.272326347421
V_4110565 5 301.272326397421
V_4111869 5 301.272326447421
V_4147741 5 301.272326497421
V_4155601 5 301.785151489294
V_4161164 5 301.785151539294
V_4193293 5 301.785151589294
V_4200669 5 301.785151639294
V_4202830 5 301.785151689294
V_4204225 5 302.29797683674
V_4209992 5 302.29797688674
V_4213915 5 302.29797693674
V_4239560 5 302.29797698674
V_4254330 5 302.29797703674
V_4254492 5 302.590176069185
V_4254731 5 302.590176119185
V_4292609 5 302.882374936816
V_4332345 5 302.882374986816
V_4334042 5 303.178652377665
V_4344638 5 303.178652427665
V_4349041 5 303.178652523506
V_4363387 5 303.178652573506
V_4365281 5 303.178652630235
V_4411491 5 303.178652680235
V_4436285 5 303.178652730235
V_4505582 5 303.178652780235
V_4507406 5 303.178652830235
V_4510835 5 303.178652880235
V_4511756 5 303.178652930235
V_4513979 5 303.178652980235
V_4528806 5 303.178653035451
V_4580140 5 303.178653085451
V_4586455 5 303.178653175386
V_4606167 5 303.178653225386
V_4611415 5 303.178653792339
V_4615173 5 303.178653842339
V_4650182 5 303.473842932585
V_4689211 5 303.987801965398
V_4715490 5 303.987802015398
V_4719053 5 303.987802065398
V_4731626 5 303.987802115398
V_4801518 5 303.987802165398
V_4815258 5 303.987802215398
V_4816858 5 303.987802265398
V_4835547 5 303.987802315398
V_4836932 5 303.987802365398
V_4846927 5 303.987802415398
V_4849529 5 303.987802465398
V_4856634 5 303.987802515398
V_4868893 5 304.288781689323
V_4870135 5 304.73705234171
V_4870794 5 305.038405235551
V_4882145 5 305.038405285552
V_4884938 5 305.038405335551
V_4887336 5 306.01059261966
V_4890612 5 306.01059266966
V_4901440 5 306.01059271966
V_4909175 5 306.01059276966
V_4911211 5 306.01059281966
V_4912563 5 306.313826452281
V_4912621 5 306.620667935601
V_4912681 5 306.924177378238
V_4915504 5 307.231025089272
V_4915595 5 307.533574455951
V_4915999 5 308.047924606473
V_4919734 5 308.350481065858
V_4929098 5 308.350481115858
V_4932794 5 308.350481165858
V_4939860 5 308.350481215858
V_4948152 5 308.350481265858
V_4951670 5 308.863023591539
V_4954729 5 309.37523994725
V_4954906 5 309.88544912533
V_4957291 5 310.930016088463
V_4996609 5 310.930016138463
V_5012874 5 310.930016188463
V_5053742 5 310.930016238463
V_5067834 5 310.930016288463
V_5071875 5 310.930016338463
V_5082791 5 310.930016388463
V_5139116 5 310.930016438463
V_5151527 5 310.930016488463
V_5172803 5 310.930016538462
V_5173394 5 311.223103470158
V_5173551 5 311.223103520158
V_5201973 5 311.516173302977
V_5213702 5 311.516173352977
V_5220308 5 312.490701344673
V_5221004 5 312.490701394673
V_5221078 5 313.468443283551
V_5246657 5 313.765080182475
V_5266033 5 313.765080232475
V_5312874 5 313.765080282475
V_5341446 5 313.765080332475
V_5346962 5 313.765080382475
V_5364199 5 313.765080432475
V_5379702 5 313.765080482475
V_5401573 5 313.765080532475
V_5407330 5 313.765080582475
V_5434881 5 313.765080632475
V_5451569 5 314.065094949822
V_5451987 5 314.367667718777
V_5452987 5 314.882660267813
V_5488499 5 315.185190428084
V_5509312 5 315.185190478084
V_5530344 5 315.185190528084
V_5563889 5 315.185190578084
V_5581300 5 315.185190628084
V_5587057 5 315.698083305231
V_5654088 5 315.69808335523
V_5662102 5 316.210976033105
V_5695789 5 316.210976083105
V_5695790 5 316.210976133105
V_5722514 5 316.210976183105
V_5779535 5 316.723774852102
V_5830230 5 316.723774902102
V_5865266 5 316.723774952102
V_5876156 5 316.723775002102
V_5884681 5 316.723775052102
V_5888865 5 316.723775102102
V_5893877 5 316.723775152102
V_6014593 5 316.723775202102
V_6019404 5 316.723775252102
V_6030463 5 316.723775302102
V_6034970 5 316.723775352102
V_6038369 5 316.723775402102
V_6368989 5 317.236600415276
V_6401331 5 317.236600465276
V_6415947 5 317.236600515276
V_6495040 5 317.236600565276
V_6499564 5 317.236600615276
V_6513632 5 317.236600665276
V_6527705 5 317.236600715276
V_6747875 5 317.236600765276
V_6757275 5 317.236600815276
V_6844830 5 317.236600865276
V_6847575 5 317.236600915276
V_6854684 5 317.236600965276
V_6856949 5 317.236601015276
V_6857236 5 317.236601065276
V_6858080 5 317.236601115276
V_6893567 5 317.236601165276
V_6897084 5 317.236601215276
V_6923750 5 317.236601265276
V_6930540 5 317.236601315276
V_6945754 5 317.236601365276
V_6948314 5 317.236601415276
V_7155017 5 317.236601465276
V_7166874 5 317.236601515276
V_7169957 5 317.236601565276
V_7209242 5 317.236601615276
V_7217036 5 317.236601665276
V_7289282 5 317.236601715276
V_7395282 5 317.236601765276
V_7411826 5 317.236601815276
V_7491015 5 317.749426978735
V_7510302 5 317.749427028735
V_7591312 5 317.749427078735
V_7597004 5 317.749427128735
V_7600282 5 317.749427178735
V_7603100 5 317.749427228735
V_7625779 5 317.749427278735
V_7625901 5 318.041604272194
V_7626211 5 318.041604322194
V_7654724 5 318.333781316257
V_7655854 5 318.333781366257
V_7659683 5 318.333781416257
V_7664412 5 318.333781466257
V_7722263 5 318.333781516257
V_7771645 5 318.846606683946
V_7789218 5 318.846606733946
V_7802049 5 318.846606783946
V_7807636 5 318.846606833946
V_7822312 5 318.846606883946
V_7896670 5 318.846606933946
V_7915038 5 318.846606983946
V_7927685 5 318.846607033946
V_7935403 5 318.846607083946
V_7969296 5 318.846607133946
V_7969734 5 318.846607183946
V_8190026 5 318.846607233946
V_8218441 5 318.846607283946
V_8348897 5 318.846607333946
V_8363228 5 318.846607383946
V_8615334 5 318.846607433946
V_8676331 5 318.846607483946
V_8953507 5 318.846607533946
V_8986557 5 318.846607583946
V_8998503 5 318.846607633946
V_9023691 5 318.846607683946
V_9124571 5 318.846607733946
V_9131581 5 318.846607783946
V_9173884 5 318.846607833946
V_9713649 5 319.359433181387
V_9719570 5 319.359433231387
V_9801101 5 319.359433281387
V_9898986 5 319.872271575284
V_10508401 5 320.385163134615
V_11129344 5 320.898054629266
V_11129345 5 321.410892648292
V_12076502 5 321.410892698292
V_12106923 5 321.410892748292
V_12576491 5 321.410892798292
V_13190816 5 321.92373081699
V_13365458 5 322.436622377841
V_13856833 5 322.949513938227
V_14101653 5 323.462351957155
V_14108353 5 323.462352007155
V_14255063 5 323.462352057155
V_14294102 5 323.462352107155
V_14296714 5 323.462352157155
V_14334690 5 323.462352207155
V_14339960 5 323.462352257155
V_14436784 5 323.462352307155
V_14468915 5 323.975190325457
V_14608454 5 324.488095031801
V_14656482 5 325.000987837307
V_14749406 5 325.000987887307
V_14753951 5 325.000987937307
V_14823979 5 325.000987987307
V_15005190 5 325.513865935572
V_15026996 5 325.513865985572
V_15645206 5 325.513866035572
V_15647216 5 325.513866085572
V_15652846 5 326.558407196793
V_15654462 5 327.068627010257
V_15656724 5 327.550623447593
V_15656931 5 327.550623497593
V_15671031 5 329.667851854959
V_15712714 5 329.667851904959
V_15739577 5 330.180857346172
V_15739954 5 330.180857396172
V_15827381 5 330.180857446172
V_15890079 5 330.693709178683
V_15926188 5 331.206560616298
V_15927229 5 331.206560666298
V_15980725 5 331.206560716298
V_16142394 5 331.206560766298
V_16196278 5 331.206560816298
V_16212423 5 332.17943339908
V_16214070 5 332.17943344908
V_16214370 5 332.625545001167
V_16231760 5 333.139498629604
V_16244851 5 333.444235331565
V_16245079 5 333.959187525008
V_16245432 5 334.263922505927
V_16250614 5 334.778917493667
V_16251720 5 335.083940537846
V_16251909 5 335.532487522574
V_16251962 5 335.835195355469
V_16284520 5 336.812686836455
V_16353203 5 336.812686886455
V_16359978 5 337.109391088523
V_16361046 5 337.109391138523
V_16428453 5 337.404952983863
V_16437726 5 337.918966883879
V_16437790 5 338.431172874026
V_16440670 5 338.431172924026
V_16446426 5 338.431172974026
V_16450434 5 338.943379023215
V_16532342 5 339.456287217069
V_16607603 5 339.969125233481
V_16608240 5 339.969125283481
V_16614529 5 339.969125333481
V_16620584 5 339.969125383481
V_16788743 5 339.969125433481
V_16798394 5 339.969125483481
V_16825271 5 339.969125533481
V_16832421 5 339.969125583481
V_16861142 5 340.481977021321
V_16863778 5 340.994828980553
V_16867918 5 340.994829030553
V_16884856 5 340.994829080553
V_16892267 5 340.994829130553
V_16912024 5 340.994829180553
V_16928140 5 341.967700470725
V_16928336 5 341.967700520725
V_16928947 5 342.41382544346
V_16969558 5 342.92668009541
V_16971190 5 342.92668014541
V_16974530 5 342.92668019541
V_17019435 5 343.439505663583
V_17031388 5 343.439505713583
V_17062643 5 343.439505763583
V_17066205 5 343.735878946845
V_17066788 5 343.735878996845
V_17126072 5 344.031150020102
V_17184583 5 344.545162192793
V_17187549 5 345.058000427925
V_17191134 5 345.058000477925
V_17275116 5 345.058000527925
V_17277876 5 345.57083895713
V_17279277 5 346.081216493259
V_17289210 5 347.094259105284
V_17290036 5 347.094259155284
V_17323592 5 348.107315461685
V_17328463 5 348.617639919178
V_17348787 5 348.617639969178
V_17375098 5 348.617640019178
V_17377627 5 348.916647658007
V_17378908 5 349.431680112737
V_17385345 5 349.73068775087
V_17397065 5 349.73068780087
V_17397104 5 349.73068785087
V_17401587 5 350.243509893164
V_17413962 5 350.243509943164
V_17421850 5 350.243509993164
V_17427800 5 350.243510043164
V_17428740 5 350.543803440601
V_17437534 5 351.524693374468
V_17438824 5 351.824265667496
V_17440404 5 352.272138585223
V_17440985 5 352.78503682856
V_17441311 5 353.297241348965
V_17441395 5 353.297241398965
V_17489038 5 353.297241448965
V_17492644 5 353.809434696733
V_17513868 5 353.809434746733
V_17546920 5 354.322259907314
V_17560694 5 354.322259957314
V_17566281 5 354.322260007314
V_17578491 5 354.322260057314
V_17683217 5 354.835085072364
V_17688323 5 354.835085122364
V_17690266 5 354.835085172364
V_17700492 5 354.835085222364
V_17717790 5 355.347910234348
V_17726949 5 355.347910284348
V_17732935 5 355.347910334348
V_17752311 5 355.347910384348
V_17765876 5 355.347910434348
V_17795397 5 355.860761873773
V_17862845 5 356.373613313184
V_17891356 5 356.373613363184
V_17941016 5 356.373613413184
V_17946696 5 356.373613463184
V_17954625 5 356.373613513184
V_17956910 5 356.373613563184
V_17966734 5 356.373613613184
V_17969810 5 356.373613663184
V_18045331 5 356.373613713184
V_18045379 5 356.885819619135
V_18052089 5 357.398714256342
V_18053092 5 357.911608893802
V_18055058 5 358.423814800813
V_18064340 5 358.423814850813
V_18066190 5 358.423814900813
V_18069780 5 358.423814950813
V_18082888 5 358.423815000813
V_18088172 5 358.423815050813
V_18098242 5 358.936694625058
V_18121527 5 358.936694675058
V_18141483 5 359.449587743719
V_18147185 5 359.962478958817
V_18178822 5 360.475370517845
V_18187845 5 360.988208811756
V_18189168 5 360.988208861756
V_18191923 5 360.988208911756
V_18201601 5 361.5010344677
V_18205331 5 361.5010345177
V_18237202 5 361.5010345677
V_18241466 5 362.013243976795
V_18248854 5 362.526141791782
V_18248862 5 363.038393901668
V_18249895 5 363.551718709904
V_18250765 5 363.853190231516
V_18250818 5 364.367553971538
V_18251142 5 364.670072354037
V_18253306 5 364.670072404037
V_18266044 5 364.670072454037
V_18269415 5 365.182910826896
V_18284890 5 365.695815580989
V_18339929 5 366.208691138455
V_18345965 5 366.208691188455
V_18346507 5 366.505192974551
V_18367224 5 366.505193024551
V_18500803 5 366.800580947139
V_18555758 5 367.314538925799
V_18557617 5 367.314538975799
V_18569385 5 367.314539025799
V_18573055 5 367.314539075799
V_18573451 5 367.314539125799
V_18577652 5 367.828478827494
V_18580227 5 368.127458619685
V_18583764 5 368.127458669685
V_18585856 5 368.127458719685
V_18587271 5 368.127458769685
V_18601381 5 368.426441809745
V_18601710 5 368.939746315105
V_18605664 5 368.939746365105
V_18613838 5 368.939746415106
V_18619443 5 369.451939544956
V_18625431 5 369.451939594956
V_18719099 5 369.451939644956
V_18719786 5 369.451939694956
V_18720748 5 369.451939744956
V_18740883 5 369.451939794956
V_18747521 5 369.451939844956
