OG0003590: CBRIG.QX1410.4355.1 CELEG.4R79.1a CINOP.Sp34_40219410.t1 CNIGO.Cni-nas-6
OG0004474: CBRIG.QX1410.15643.3 CELEG.C15C6.3 CINOP.Sp34_10031700.t1 CNIGO.Cni-C15C6.3.2
OG0004475: CBRIG.QX1410.15642.1 CELEG.C15C6.4 CINOP.Sp34_10031600.t1 CNIGO.Cni-C15C6.4
OG0004476: CBRIG.QX1410.17621.1 CELEG.C15C7.1 CINOP.Sp34_X0274700.t1 CNIGO.Cni-syx-6
OG0004477: CBRIG.QX1410.17620.1 CELEG.C15C7.2 CINOP.Sp34_X0274800.t1 CNIGO.Cni-gcc-1
OG0004478: CBRIG.QX1410.17618.2 CELEG.C15C7.4 CINOP.Sp34_X0275000.t1 CNIGO.Cni-C15C7.4.1
OG0004479: CBRIG.QX1410.17619.1 CELEG.C15C7.5 CINOP.Sp34_X0274900.t1 CNIGO.Cni-C15C7.5
OG0004480: CBRIG.QX1410.17622.1 CELEG.C15C7.7 CINOP.Sp34_X0274600.t1 CNIGO.Cni-C15C7.7
OG0004481: CBRIG.QX1410.1813.1 CELEG.C15C8.4 CINOP.Sp34_50178400.t1 CNIGO.Cni-C15C8.4
OG0004482: CBRIG.QX1410.1812.1 CELEG.C15C8.5 CINOP.Sp34_50178500.t1 CNIGO.Cni-C15C8.5
OG0004483: CBRIG.QX1410.1811.1 CELEG.C15C8.6 CINOP.Sp34_50178600.t1 CNIGO.Cni-C15C8.6.1
OG0004484: CBRIG.QX1410.1814.1 CELEG.C15C8.7 CINOP.Sp34_50178300.t1 CNIGO.Cni-C15C8.7.1
OG0004485: CBRIG.QX1410.11034.3 CELEG.C15F1.1b CINOP.Sp34_20265520.t1 CNIGO.Cni-C15F1.1.1
OG0004486: CBRIG.QX1410.11033.1 CELEG.C15F1.2 CINOP.Sp34_20265610.t1 CNIGO.Cni-C15F1.2
OG0004487: CBRIG.QX1410.11029.2 CELEG.C15F1.4 CINOP.Sp34_20266010.t1 CNIGO.Cnig_chr_II.g5234
OG0004488: CBRIG.QX1410.11030.1 CELEG.C15F1.5a CINOP.Sp34_20265900.t1 CNIGO.Cni-C15F1.5
OG0004489: CBRIG.QX1410.11031.1 CELEG.C15F1.6 CINOP.Sp34_20265800.t1 CNIGO.Cni-art-1
OG0004490: CBRIG.QX1410.3301.1 CELEG.C15H11.10 CINOP.Sp34_50361210.t1 CNIGO.Cni-C15H11.10.1
OG0004491: CBRIG.QX1410.3297.1 CELEG.C15H11.11a CINOP.Sp34_50360700.t1 CNIGO.Cni-C15H11.11
OG0004492: CBRIG.QX1410.3299.1 CELEG.C15H11.2a CINOP.Sp34_50360900.t1 CNIGO.Cni-gnrr-2.1
OG0004493: CBRIG.QX1410.3298.1 CELEG.C15H11.3 CINOP.Sp34_50360800.t1 CNIGO.Cni-nxf-1
OG0004494: CBRIG.QX1410.3295.1 CELEG.C15H11.4 CINOP.Sp34_50360400.t1 CNIGO.Cni-dhs-22.1
OG0004495: CBRIG.QX1410.3296.1 CELEG.C15H11.6 CINOP.Sp34_50360600.t1 CNIGO.Cni-nxf-2
OG0004496: CBRIG.QX1410.3293.1 CELEG.C15H11.8 CINOP.Sp34_50360220.t1 CNIGO.Cni-rpoa-12
OG0004497: CBRIG.QX1410.3292.1 CELEG.C15H11.9 CINOP.Sp34_50360210.t1 CNIGO.Cni-rrbs-1
OG0004498: CBRIG.QX1410.18162.1 CELEG.C15H9.1 CINOP.Sp34_X0229500.t1 CNIGO.Cni-nnt-1
OG0004499: CBRIG.QX1410.18161.1 CELEG.C15H9.2 CINOP.Sp34_X0229600.t1 CNIGO.Cni-C15H9.2
OG0004500: CBRIG.QX1410.18160.1 CELEG.C15H9.3 CINOP.Sp34_X0229700.t1 CNIGO.Cni-C15H9.3
OG0004501: CBRIG.QX1410.18155.1 CELEG.C15H9.4 CINOP.Sp34_X0230010.t1 CNIGO.Cni-C15H9.4.1
OG0004502: CBRIG.QX1410.18154.1 CELEG.C15H9.5 CINOP.Sp34_X0230100.t1 CNIGO.Cni-C15H9.5
OG0004503: CBRIG.QX1410.18157.2 CELEG.C15H9.7 CINOP.Sp34_X0229920.t1 CNIGO.Cni-kynu-1
OG0004504: CBRIG.QX1410.18158.1 CELEG.C15H9.8a CINOP.Sp34_X0229910.t1 CNIGO.Cni-prx-3
OG0004505: CBRIG.QX1410.18163.1 CELEG.C15H9.9 CINOP.Sp34_X0229400.t1 CNIGO.Cni-C15H9.9
OG0004506: CBRIG.QX1410.10447.1 CELEG.C16A11.1b CINOP.Sp34_20233800.t1 CNIGO.Cni-gpa-11.2
OG0004507: CBRIG.QX1410.7971.1 CELEG.C16A3.10 CINOP.Sp34_30171610.t1 CNIGO.Cni-C16A3.10.1
OG0004508: CBRIG.QX1410.7972.1 CELEG.C16A3.1c CINOP.Sp34_30171410.t1 CNIGO.Cni-smrc-1.1
OG0004509: CBRIG.QX1410.7973.1 CELEG.C16A3.2 CINOP.Sp34_30171300.t1 CNIGO.Cni-C16A3.2
OG0004510: CBRIG.QX1410.7974.2 CELEG.C16A3.3 CINOP.Sp34_30171200.t1 CNIGO.Cni-let-716
OG0004511: CBRIG.QX1410.7943.1 CELEG.C16A3.4 CINOP.Sp34_30171100.t1 CNIGO.Cni-C16A3.4
OG0004512: CBRIG.QX1410.7944.1 CELEG.C16A3.5 CINOP.Sp34_30171000.t1 CNIGO.Cni-C16A3.5
OG0004513: CBRIG.QX1410.7945.2 CELEG.C16A3.7 CINOP.Sp34_30170800.t1 CNIGO.Cni-nfx-1
OG0004514: CBRIG.QX1410.7979.2 CELEG.C16A3.8 CINOP.Sp34_30165300.t1 CNIGO.Cni-thoc-2
OG0004515: CBRIG.QX1410.7946.3 CELEG.C16A3.9 CINOP.Sp34_30170700.t1 CNIGO.Cni-rps-13
OG0004516: CBRIG.QX1410.17763.1 CELEG.C16B8.1 CINOP.Sp34_X0263310.t1 CNIGO.Cni-lin-18
OG0004517: CBRIG.QX1410.17764.1 CELEG.C16B8.2 CINOP.Sp34_X0263200.t1 CNIGO.Cnig_chr_X.g23988
OG0004518: CBRIG.QX1410.17766.1 CELEG.C16B8.3 CINOP.Sp34_X0263100.t1 CNIGO.Cni-C16B8.3
OG0004519: CBRIG.QX1410.17767.1 CELEG.C16B8.4 CINOP.Sp34_X0263000.t1 CNIGO.Cni-C16B8.4.1
OG0004520: CBRIG.QX1410.9687.1 CELEG.C16C10.1 CINOP.Sp34_30028320.t1 CNIGO.Cni-C16C10.1
OG0004521: CBRIG.QX1410.9671.1 CELEG.C16C10.10 CINOP.Sp34_30189000.t1 CNIGO.Cni-glod-4
OG0004522: CBRIG.QX1410.9689.1 CELEG.C16C10.13 CINOP.Sp34_30028210.t1 CNIGO.Cnig_chr_III.g11320
OG0004523: CBRIG.QX1410.9688.1 CELEG.C16C10.2 CINOP.Sp34_30028310.t1 CNIGO.Cni-C16C10.2
OG0004524: CBRIG.QX1410.9690.1 CELEG.C16C10.4 CINOP.Sp34_30028100.t1 CNIGO.Cnig_chr_III.g11321
OG0004525: CBRIG.QX1410.9691.1 CELEG.C16C10.5 CINOP.Sp34_30028000.t1 CNIGO.Cni-rnf-121.1
OG0004526: CBRIG.QX1410.9692.1 CELEG.C16C10.6 CINOP.Sp34_30027900.t1 CNIGO.Cni-ccdc-55
OG0004527: CBRIG.QX1410.9693.4 CELEG.C16C10.7a CINOP.Sp34_30027800.t1 CNIGO.Cni-rnf-5
OG0004528: CBRIG.QX1410.9694.1 CELEG.C16C10.8 CINOP.Sp34_30027710.t1 CNIGO.Cni-C16C10.8
OG0004529: CBRIG.QX1410.14253.1 CELEG.C16C2.1 CINOP.Sp34_10210300.t1 CNIGO.Cni-ceh-5
OG0004530: CBRIG.QX1410.14252.1 CELEG.C16C2.2a CINOP.Sp34_10210100.t1 CNIGO.Cni-eat-16.1
OG0004531: CBRIG.QX1410.14251.2 CELEG.C16C2.3a CINOP.Sp34_10210000.t1 CNIGO.Cni-ocrl-1.2
OG0004532: CBRIG.QX1410.14250.1 CELEG.C16C2.4b CINOP.Sp34_10209900.t1 CNIGO.Cni-C16C2.4
OG0004533: CBRIG.QX1410.7572.1 CELEG.C16C8.18 CINOP.Sp34_30318500.t1 CNIGO.Cni-C16C8.18
OG0004534: CBRIG.QX1410.12635.1 CELEG.C16C8.2 CINOP.Sp34_20039700.t1 CNIGO.Cni-skpo-2
OG0004535: CBRIG.QX1410.11256.1 CELEG.C16D2.1a CINOP.Sp34_20302200.t1 CNIGO.Cni-C16D2.1
OG0004536: CBRIG.QX1410.205.1 CELEG.C16D9.1 CINOP.Sp34_50107500.t1 CNIGO.Cni-C16D9.1.1
OG0004537: CBRIG.QX1410.197.1 CELEG.C16D9.2 CINOP.Sp34_50106210.t1 CNIGO.Cni-rol-3.2
OG0004538: CBRIG.QX1410.200.1 CELEG.C16D9.6 CINOP.Sp34_50106600.t1 CNIGO.Cni-C16D9.6
OG0004539: CBRIG.QX1410.204.1 CELEG.C16D9.8 CINOP.Sp34_50107600.t1 CNIGO.Cni-C16D9.8.1
OG0004540: CBRIG.QX1410.18337.2 CELEG.C16E9.1 CINOP.Sp34_X0198000.t1 CNIGO.Cni-C16E9.1.1
OG0004541: CBRIG.QX1410.18336.1 CELEG.C16E9.2a CINOP.Sp34_X0197900.t1 CNIGO.Cni-C16E9.2
OG0004542: CBRIG.QX1410.18338.1 CELEG.C16E9.4a CINOP.Sp34_X0198110.t1 CNIGO.Cni-inx-1.3
OG0004543: CBRIG.QX1410.16767.1 CELEG.C16H3.1b CINOP.Sp34_X0029700.t1 CNIGO.Cni-ncs-7.1
OG0004544: CBRIG.QX1410.16765.1 CELEG.C16H3.2 CINOP.Sp34_X0030000.t1 CNIGO.Cni-lec-9
OG0004545: CBRIG.QX1410.16766.2 CELEG.C16H3.3a CINOP.Sp34_X0029810.t1 CNIGO.Cni-C16H3.3.1
OG0004548: CBRIG.QX1410.11959.1 CELEG.C17C3.1a CINOP.Sp34_20109700.t1 CNIGO.Cni-C17C3.1
OG0004549: CBRIG.QX1410.11961.1 CELEG.C17C3.4 CINOP.Sp34_20109600.t1 CNIGO.Cni-ins-11
OG0004550: CBRIG.QX1410.15893.1 CELEG.C17D12.1a CINOP.Sp34_10046200.t1 CNIGO.Cni-dhhc-7
OG0004551: CBRIG.QX1410.15902.1 CELEG.C17D12.2a CINOP.Sp34_10046410.t1 CNIGO.Cni-unc-75.1
OG0004552: CBRIG.QX1410.15901.1 CELEG.C17D12.5 CINOP.Sp34_10046500.t1 CNIGO.Cni-C17D12.5
OG0004553: CBRIG.QX1410.15900.1 CELEG.C17D12.6a CINOP.Sp34_10046600.t1 CNIGO.Cni-spe-9
OG0004554: CBRIG.QX1410.15894.1 CELEG.C17D12.7 CINOP.Sp34_10046310.t1 CNIGO.Cni-C17D12.7.1
OG0004555: CBRIG.QX1410.14332.1 CELEG.C17E4.10a CINOP.Sp34_10064500.t1 CNIGO.Cni-C17E4.10.1
OG0004556: CBRIG.QX1410.14329.1 CELEG.C17E4.11 CINOP.Sp34_10064900.t1 CNIGO.Cni-C17E4.11.1
OG0004557: CBRIG.QX1410.14327.2 CELEG.C17E4.3 CINOP.Sp34_10066200.t1 CNIGO.Cni-marc-3
OG0004558: CBRIG.QX1410.14330.1 CELEG.C17E4.5 CINOP.Sp34_10064800.t1 CNIGO.Cni-pabp-2
OG0004559: CBRIG.QX1410.1473.1 CELEG.C17E7.13 CINOP.Sp34_50033500.t1 CNIGO.Cni-C17E7.13
OG0004560: CBRIG.QX1410.1471.1 CELEG.C17E7.3a CINOP.Sp34_50033700.t1 CNIGO.Cnig_chr_V.g18374.2
OG0004561: CBRIG.QX1410.1472.1 CELEG.C17E7.4 CINOP.Sp34_50033600.t1 CNIGO.Cni-C17E7.4
OG0004563: CBRIG.QX1410.12989.1 CELEG.C17F4.2 CINOP.Sp34_20025100.t1 CNIGO.Cni-C17F4.2
OG0004564: CBRIG.QX1410.16815.1 CELEG.C17G1.2 CINOP.Sp34_X0062100.t1 CNIGO.Cni-C17G1.2
OG0004565: CBRIG.QX1410.16836.1 CELEG.C17G1.4a CINOP.Sp34_X0062300.t1 CNIGO.Cni-nra-3.1
OG0004566: CBRIG.QX1410.16834.1 CELEG.C17G1.5 CINOP.Sp34_X0062500.t1 CNIGO.Cni-C17G1.5.1
OG0004567: CBRIG.QX1410.16833.1 CELEG.C17G1.6a CINOP.Sp34_X0062600.t1 CNIGO.Cni-nas-37.1
OG0004568: CBRIG.QX1410.16832.1 CELEG.C17G1.7 CINOP.Sp34_X0062700.t1 CNIGO.Cni-cysl-1
OG0004569: CBRIG.QX1410.16835.1 CELEG.C17G1.8 CINOP.Sp34_X0062400.t1 CNIGO.Cni-tsp-21
OG0004570: CBRIG.QX1410.11951.1 CELEG.C17G10.1 CINOP.Sp34_20110800.t1 CNIGO.Cni-C17G10.1
OG0004571: CBRIG.QX1410.7155.1 CELEG.C17G10.10 CINOP.Sp34_20110900.t1 CNIGO.Cni-C17G10.10
OG0004572: CBRIG.QX1410.11954.1 CELEG.C17G10.13 CINOP.Sp34_20110400.t1 CNIGO.Cnig_chr_II.g6330
OG0004573: CBRIG.QX1410.11952.1 CELEG.C17G10.2 CINOP.Sp34_20110710.t1 CNIGO.Cni-C17G10.2
OG0004574: CBRIG.QX1410.11953.1 CELEG.C17G10.4h CINOP.Sp34_20110600.t1 CNIGO.Cni-cdc-14.1
OG0004575: CBRIG.QX1410.11948.1 CELEG.C17G10.7 CINOP.Sp34_20111200.t1 CNIGO.Cni-C17G10.7
OG0004576: CBRIG.QX1410.13316.1 CELEG.C17G10.8 CINOP.Sp34_20111900.t1 CNIGO.Cnig_chr_II.g8335
OG0004577: CBRIG.QX1410.13315.1 CELEG.C17G10.9e CINOP.Sp34_20112000.t1 CNIGO.Cni-C17G10.9
OG0004580: CBRIG.QX1410.19082.2 CELEG.C17H11.1 CINOP.Sp34_X0158900.t1 CNIGO.Cni-C17H11.1.1
OG0004581: CBRIG.QX1410.19080.3 CELEG.C17H11.6d CINOP.Sp34_X0159100.t1 CNIGO.Cni-C17H11.6.1
OG0004582: CBRIG.QX1410.5443.1 CELEG.C17H12.10 CINOP.Sp34_40283500.t1 CNIGO.Cni-C17H12.10.1
OG0004583: CBRIG.QX1410.5442.1 CELEG.C17H12.11 CINOP.Sp34_40283400.t1 CNIGO.Cni-C17H12.11
OG0004584: CBRIG.QX1410.5439.1 CELEG.C17H12.12 CINOP.Sp34_40174700.t1 CNIGO.Cni-C17H12.12
OG0004585: CBRIG.QX1410.5430.1 CELEG.C17H12.13a CINOP.Sp34_40173900.t1 CNIGO.Cni-anat-1
OG0004586: CBRIG.QX1410.5437.1 CELEG.C17H12.14 CINOP.Sp34_40174200.t1 CNIGO.Cni-vha-8
OG0004587: CBRIG.QX1410.5435.3 CELEG.C17H12.1a CINOP.Sp34_40174000.t1 CNIGO.Cni-dyci-1
OG0004588: CBRIG.QX1410.5436.3 CELEG.C17H12.2 CINOP.Sp34_40174100.t1 CNIGO.Cni-C17H12.2.1
OG0004589: CBRIG.QX1410.5444.2 CELEG.C17H12.9 CINOP.Sp34_40283600.t1 CNIGO.Cni-ceh-48
OG0004590: CBRIG.QX1410.18589.1 CELEG.C18A11.1 CINOP.Sp34_X0216210.t1 CNIGO.Cni-C18A11.1.1
OG0004591: CBRIG.QX1410.18587.1 CELEG.C18A11.2 CINOP.Sp34_X0215900.t1 CNIGO.Cni-C18A11.2
OG0004592: CBRIG.QX1410.18586.1 CELEG.C18A11.3 CINOP.Sp34_X0215800.t1 CNIGO.Cni-C18A11.3
OG0004594: CBRIG.QX1410.11921.1 CELEG.C18A3.1 CINOP.Sp34_20115000.t1 CNIGO.Cni-C18A3.1.1
OG0004595: CBRIG.QX1410.11924.1 CELEG.C18A3.10 CINOP.Sp34_20114700.t1 CNIGO.Cni-C18A3.10
OG0004596: CBRIG.QX1410.11922.1 CELEG.C18A3.2 CINOP.Sp34_20114900.t1 CNIGO.Cni-C18A3.2.1
OG0004597: CBRIG.QX1410.11923.1 CELEG.C18A3.3 CINOP.Sp34_20114800.t1 CNIGO.Cni-C18A3.3
OG0004598: CBRIG.QX1410.11926.1 CELEG.C18A3.4a CINOP.Sp34_20114510.t1 CNIGO.Cni-osta-2
OG0004599: CBRIG.QX1410.11925.1 CELEG.C18A3.5a CINOP.Sp34_20114600.t1 CNIGO.Cnig_chr_II.g6294
OG0004600: CBRIG.QX1410.11920.2 CELEG.C18A3.6a CINOP.Sp34_20115110.t1 CNIGO.Cni-rab-3
OG0004601: CBRIG.QX1410.11919.1 CELEG.C18A3.8 CINOP.Sp34_20115300.t1 CNIGO.Cnig_chr_II.g6285.1
OG0004602: CBRIG.QX1410.19346.1 CELEG.C18B12.2 CINOP.Sp34_X0138500.t1 CNIGO.Cni-seb-3
OG0004603: CBRIG.QX1410.19347.2 CELEG.C18B12.3 CINOP.Sp34_X0138400.t1 CNIGO.Cni-dsc-1.1
OG0004604: CBRIG.QX1410.19348.2 CELEG.C18B12.4 CINOP.Sp34_X0138300.t1 CNIGO.Cni-C18B12.4
OG0004605: CBRIG.QX1410.19345.1 CELEG.C18B12.6 CINOP.Sp34_X0138600.t1 CNIGO.Cni-C18B12.6
OG0004606: CBRIG.QX1410.17704.1 CELEG.C18B2.1 CINOP.Sp34_X0267400.t1 CNIGO.Cni-C18B2.1
OG0004607: CBRIG.QX1410.17699.1 CELEG.C18B2.3 CINOP.Sp34_X0267800.t1 CNIGO.Cni-C18B2.3.1
OG0004608: CBRIG.QX1410.17700.1 CELEG.C18B2.4 CINOP.Sp34_X0267700.t1 CNIGO.Cni-C18B2.4
OG0004609: CBRIG.QX1410.17701.2 CELEG.C18B2.5b CINOP.Sp34_X0267600.t1 CNIGO.Cni-C18B2.5.2
OG0004610: CBRIG.QX1410.17702.1 CELEG.C18B2.6 CINOP.Sp34_X0267500.t1 CNIGO.Cni-del-9
OG0004611: CBRIG.QX1410.2559.1 CELEG.C18C4.1b CINOP.Sp34_50196410.t1 CNIGO.Cni-glb-5.1
OG0004612: CBRIG.QX1410.2556.1 CELEG.C18C4.2 CINOP.Sp34_50196000.t1 CNIGO.Cni-cft-1
OG0004613: CBRIG.QX1410.2557.2 CELEG.C18C4.3 CINOP.Sp34_50196100.t1 CNIGO.Cni-ugt-48.1
OG0004614: CBRIG.QX1410.2558.1 CELEG.C18C4.7a CINOP.Sp34_50196510.t1 CNIGO.Cni-C18C4.5
OG0004615: CBRIG.QX1410.2561.2 CELEG.C18C4.9 CINOP.Sp34_50196520.t1 CNIGO.Cnig_chr_V.g19686.1
OG0004616: CBRIG.QX1410.11749.3 CELEG.C18D1.1a CINOP.Sp34_20209300.t1 CNIGO.Cni-die-1.2
OG0004617: CBRIG.QX1410.8466.1 CELEG.C18D11.1 CINOP.Sp34_30087200.t1 CNIGO.Cni-C18D11.1
OG0004618: CBRIG.QX1410.8467.1 CELEG.C18D11.2 CINOP.Sp34_30087110.t1 CNIGO.Cni-maa-1
OG0004619: CBRIG.QX1410.8468.1 CELEG.C18D11.3 CINOP.Sp34_30086700.t1 CNIGO.Cni-C18D11.3
OG0004620: CBRIG.QX1410.8469.1 CELEG.C18D11.4a CINOP.Sp34_30086600.t1 CNIGO.Cni-rsp-8
OG0004621: CBRIG.QX1410.14770.1 CELEG.C18E3.1 CINOP.Sp34_10348700.t1 CNIGO.Cni-C18E3.1
OG0004622: CBRIG.QX1410.14764.1 CELEG.C18E3.8 CINOP.Sp34_10349810.t1 CNIGO.Cni-hop-1.2
OG0004623: CBRIG.QX1410.14769.1 CELEG.C18E3.9b CINOP.Sp34_10348800.t1 CNIGO.Cni-C18E3.9
OG0004624: CBRIG.QX1410.11295.1 CELEG.C18E9.1 CINOP.Sp34_20306700.t1 CNIGO.Cni-cal-2
OG0004625: CBRIG.QX1410.11294.1 CELEG.C18E9.10a CINOP.Sp34_20306610.t1 CNIGO.Cni-sftd-3.1
OG0004626: CBRIG.QX1410.11292.1 CELEG.C18E9.2a CINOP.Sp34_20306400.t1 CNIGO.Cni-C18E9.2
OG0004627: CBRIG.QX1410.11291.1 CELEG.C18E9.3d CINOP.Sp34_20306300.t1 CNIGO.Cni-szy-20.1
OG0004628: CBRIG.QX1410.11293.1 CELEG.C18E9.4 CINOP.Sp34_20306500.t1 CNIGO.Cni-C18E9.4
OG0004629: CBRIG.QX1410.11290.1 CELEG.C18E9.5 CINOP.Sp34_20306100.t1 CNIGO.Cni-C18E9.5
OG0004630: CBRIG.QX1410.11289.1 CELEG.C18E9.6 CINOP.Sp34_20306000.t1 CNIGO.Cni-tomm-40
OG0004631: CBRIG.QX1410.11288.1 CELEG.C18E9.7 CINOP.Sp34_20305900.t1 CNIGO.Cni-C18E9.7
OG0004632: CBRIG.QX1410.11287.1 CELEG.C18E9.8 CINOP.Sp34_20305800.t1 CNIGO.Cni-C18E9.8
OG0004633: CBRIG.QX1410.11286.1 CELEG.C18E9.9 CINOP.Sp34_20305700.t1 CNIGO.Cni-C18E9.9
OG0004634: CBRIG.QX1410.7930.1 CELEG.C18F10.2 CINOP.Sp34_30167800.t1 CNIGO.Cni-C18F10.2
OG0004635: CBRIG.QX1410.7920.1 CELEG.C18F10.5 CINOP.Sp34_30168910.t1 CNIGO.Cnig_chr_III.g9144
OG0004636: CBRIG.QX1410.7926.1 CELEG.C18F10.7a CINOP.Sp34_30167700.t1 CNIGO.Cni-C18F10.7.2
OG0004637: CBRIG.QX1410.7922.1 CELEG.C18F10.8 CINOP.Sp34_30168610.t1 CNIGO.Cni-srg-7.3
OG0004638: CBRIG.QX1410.6425.1 CELEG.C18F3.4a CINOP.Sp34_40107500.t1 CNIGO.Cnig_chr_IV.g14804
OG0004639: CBRIG.QX1410.482.1 CELEG.C18G1.1 CINOP.Sp34_50076600.t1 CNIGO.Cni-C18G1.1.1
OG0004640: CBRIG.QX1410.481.2 CELEG.C18G1.2a CINOP.Sp34_50076700.t1 CNIGO.Cnig_chr_V.g16953
OG0004641: CBRIG.QX1410.6758.1 CELEG.C18H7.1a CINOP.Sp34_40063500.t1 CNIGO.Cni-C18H7.1
OG0004642: CBRIG.QX1410.6768.1 CELEG.C18H7.3 CINOP.Sp34_40063300.t1 CNIGO.Cni-col-102
OG0004643: CBRIG.QX1410.10962.1 CELEG.C18H9.1 CINOP.Sp34_20272900.t1 CNIGO.Cni-C18H9.1.1
OG0004644: CBRIG.QX1410.10959.4 CELEG.C18H9.3d CINOP.Sp34_20273000.t1 CNIGO.Cni-C18H9.3.1
OG0004645: CBRIG.QX1410.10972.1 CELEG.C18H9.7 CINOP.Sp34_20272800.t1 CNIGO.Cni-rpy-1.1
OG0004646: CBRIG.QX1410.10958.1 CELEG.C18H9.8a CINOP.Sp34_20273100.t1 CNIGO.Cni-ift-74
OG0004647: CBRIG.QX1410.16581.2 CELEG.C23F12.1a CINOP.Sp34_X0054300.t1 CNIGO.Cnig_chr_X.g22588.1
OG0004648: CBRIG.QX1410.16578.1 CELEG.C23F12.4 CINOP.Sp34_X0054100.t1 CNIGO.Cni-C23F12.4
OG0004649: CBRIG.QX1410.7897.2 CELEG.C23G10.10 CINOP.Sp34_30170100.t1 CNIGO.Cni-C23G10.10.1
OG0004651: CBRIG.QX1410.7900.2 CELEG.C23G10.2a CINOP.Sp34_30151300.t1 CNIGO.Cni-C23G10.2
OG0004652: CBRIG.QX1410.7901.1 CELEG.C23G10.3 CINOP.Sp34_30151200.t1 CNIGO.Cni-rps-3
OG0004653: CBRIG.QX1410.7903.2 CELEG.C23G10.4b CINOP.Sp34_30151000.t1 CNIGO.Cni-rpn-2.1
OG0004654: CBRIG.QX1410.7904.3 CELEG.C23G10.7b CINOP.Sp34_30150900.t1 CNIGO.Cni-C23G10.7
OG0004655: CBRIG.QX1410.7902.1 CELEG.C23G10.8 CINOP.Sp34_30151100.t1 CNIGO.Cni-C23G10.8
OG0004656: CBRIG.QX1410.13284.1 CELEG.C23H3.1a CINOP.Sp34_20006100.t1 CNIGO.Cni-egl-26
OG0004657: CBRIG.QX1410.13282.1 CELEG.C23H3.7 CINOP.Sp34_20007200.t1 CNIGO.Cni-tre-5.2
OG0004658: CBRIG.QX1410.13285.2 CELEG.C23H3.9b CINOP.Sp34_20006000.t1 CNIGO.Cni-C23H3.9.2
OG0004659: CBRIG.QX1410.16530.4 CELEG.C23H4.1 CINOP.Sp34_X0048300.t1 CNIGO.Cni-cab-1
OG0004660: CBRIG.QX1410.7154.1 CELEG.C23H5.1 CINOP.Sp34_40034400.t1 CNIGO.Cni-prmt-6
OG0004661: CBRIG.QX1410.7209.1 CELEG.C23H5.11a CINOP.Sp34_40038500.t1 CNIGO.Cni-C23H5.11.2
OG0004662: CBRIG.QX1410.7152.1 CELEG.C23H5.2 CINOP.Sp34_40034200.t1 CNIGO.Cni-glb-7.1
OG0004663: CBRIG.QX1410.7151.1 CELEG.C23H5.3 CINOP.Sp34_40034000.t1 CNIGO.Cni-xbx-4.1
OG0004664: CBRIG.QX1410.7157.1 CELEG.C23H5.8a CINOP.Sp34_40034500.t1 CNIGO.Cni-C23H5.8.2
OG0004665: CBRIG.QX1410.7153.1 CELEG.C23H5.9 CINOP.Sp34_40034300.t1 CNIGO.Cni-grl-20.2
OG0004666: CBRIG.QX1410.7397.1 CELEG.C24A1.1 CINOP.Sp34_30329200.t1 CNIGO.Cni-flp-24
OG0004667: CBRIG.QX1410.7393.2 CELEG.C24A1.2a CINOP.Sp34_30329100.t1 CNIGO.Cni-elf-1
OG0004668: CBRIG.QX1410.7394.1 CELEG.C24A1.3 CINOP.Sp34_30329000.t1 CNIGO.Cnig_chr_III.g8363.1
OG0004669: CBRIG.QX1410.15061.1 CELEG.C24A11.1 CINOP.Sp34_10243400.t1 CNIGO.Cni-C24A11.1.1
OG0004670: CBRIG.QX1410.15054.2 CELEG.C24A11.8c CINOP.Sp34_10243310.t1 CNIGO.Cni-frm-4
OG0004671: CBRIG.QX1410.15055.1 CELEG.C24A11.9 CINOP.Sp34_10243100.t1 CNIGO.Cni-coq-1
OG0004672: CBRIG.QX1410.18765.1 CELEG.C24A3.1c CINOP.Sp34_X0183000.t1 CNIGO.Cni-C24A3.1.2
OG0004673: CBRIG.QX1410.18766.1 CELEG.C24A3.2a CINOP.Sp34_X0182920.t1 CNIGO.Cni-C24A3.2
OG0004674: CBRIG.QX1410.18768.1 CELEG.C24A3.6 CINOP.Sp34_X0182800.t1 CNIGO.Cni-twk-18.1
OG0004675: CBRIG.QX1410.2953.1 CELEG.C24B5.1 CINOP.Sp34_50240500.t1 CNIGO.Cni-C24B5.1
OG0004676: CBRIG.QX1410.2951.1 CELEG.C24B5.2c CINOP.Sp34_50240010.t1 CNIGO.Cnig_chr_V.g20134.1
OG0004677: CBRIG.QX1410.2952.1 CELEG.C24B5.3 CINOP.Sp34_50240100.t1 CNIGO.Cni-ptr-1.2
OG0004678: CBRIG.QX1410.2954.1 CELEG.C24B5.4 CINOP.Sp34_50240600.t1 CNIGO.Cni-C24B5.4
OG0004680: CBRIG.QX1410.1574.1 CELEG.C24B9.3 CINOP.Sp34_50052400.t1 CNIGO.Cni-C24B9.3.2
OG0004681: CBRIG.QX1410.5163.2 CELEG.C24D10.4 CINOP.Sp34_40336400.t1 CNIGO.Cni-C24D10.4
OG0004682: CBRIG.QX1410.5164.1 CELEG.C24D10.6 CINOP.Sp34_40336300.t1 CNIGO.Cni-C24D10.6
OG0004683: CBRIG.QX1410.6018.1 CELEG.C24F3.1b CINOP.Sp34_40259500.t1 CNIGO.Cni-tram-1
OG0004684: CBRIG.QX1410.6016.1 CELEG.C24F3.3 CINOP.Sp34_40248910.t1 CNIGO.Cni-nas-12
